"TEAM"	"PCT"	"Player"	"Pos"	"Age"	"GP"	"PER"
"22128"	"san antonio spurs"	0.573170731707317	"Rudy Gay"	"PF"	31	57	18
"22173"	"brooklyn nets"	0.341463414634146	"Timofey Mozgov"	"C"	31	31	12.3
"22219"	"dallas mavericks"	0.292682926829268	"Wesley Matthews"	"SF"	31	63	11.4
"22510"	"los angeles lakers"	0.451219512195122	"JaVale McGee"	"C"	31	75	21.8
"22535"	"utah jazz"	0.609756097560976	"Joe Ingles"	"PF"	31	82	13.4
"22840"	"new orleans pelicans"	0.402439024390244	"Wesley Johnson"	"SF"	31	26	6.9
"2"	"atlanta hawks"	0.458333333333333	"Alex Hannum"	"PF"	32	71	7.9
"48"	"detroit pistons"	0.513888888888889	"Frankie Brian"	"PG"	32	37	9.4
"552"	"philadelphia 76ers"	0.481012658227848	"Dolph Schayes"	"PF"	32	79	19.2
"586"	"atlanta hawks"	0.645569620253165	"Larry Foust"	"C"	32	68	13.7
"864"	"detroit pistons"	0.425	"Walter Dukes"	"C"	32	62	10
"921"	"washington wizards"	0.3875	"Gene Shue"	"PG"	32	47	6
"1000"	"philadelphia 76ers"	0.5	"Al Bianchi"	"PG"	32	60	7.3
"1015"	"atlanta hawks"	0.5625	"Bob Pettit"	"PF"	32	50	22.6
"1073"	"boston celtics"	0.775	"K.C. Jones"	"PG"	32	78	11
"1094"	"atlanta hawks"	0.5625	"Richie Guerin"	"SG"	32	57	16.4
"1102"	"new york knicks"	0.3875	"Tom Gola"	"SG"	32	77	12
"1536"	"sacramento kings"	0.5	"Adrian Smith"	"SG"	32	73	13.5
"1719"	"los angeles lakers"	0.670731707317073	"Wilt Chamberlain"	"C"	32	81	21.9
"2151"	"philadelphia 76ers"	0.365853658536585	"Bill Bridges"	"PF"	32	64	16.4
"2370"	"atlanta hawks"	0.439024390243902	"Walt Bellamy"	"C"	32	82	19
"2451"	"boston celtics"	0.829268292682927	"Don Nelson"	"SF"	32	72	16.8
"2539"	"philadelphia 76ers"	0.109756097560976	"Leroy Ellis"	"PF"	32	69	13.8
"2625"	"washington wizards"	0.573170731707317	"Archie Clark"	"PG"	32	56	14.4
"2898"	"los angeles lakers"	0.365853658536585	"Connie Hawkins"	"PF"	32	43	13
"2969"	"golden state warriors"	0.585365853658537	"Jeff Mullins"	"SG"	32	66	15.2
"3095"	"utah jazz"	0.280487804878049	"Toby Kimball"	"PF"	32	3	7.3
"3411"	"denver nuggets"	0.609756097560976	"Byron Beck"	"PF"	32	53	13.2
"3416"	"los angeles lakers"	0.646341463414634	"Cazzie Russell"	"SF"	32	82	15.3
"3551"	"phoenix suns"	0.414634146341463	"Keith Erickson"	"SF"	32	50	11.1
"4011"	"cleveland cavaliers"	0.524390243902439	"Walt Frazier"	"PG"	32	51	17.5
"4510"	"los angeles lakers"	0.731707317073171	"Kareem Abdul-Jabbar"	"C"	32	82	25.3
"4922"	"cleveland cavaliers"	0.341463414634146	"Randy Smith"	"SG"	32	82	17
"5330"	"indiana pacers"	0.426829268292683	"Tom Owens"	"PF"	32	74	14.9
"5383"	"houston rockets"	0.170731707317073	"Caldwell Jones"	"C"	32	82	12.3
"5538"	"washington wizards"	0.51219512195122	"Kevin Porter"	"PG"	32	11	8.4
"5562"	"boston celtics"	0.682926829268293	"M.L. Carr"	"SF"	32	77	9.7
"6499"	"los angeles clippers"	0.390243902439024	"Jamaal Wilkes"	"SF"	32	13	10.2
"6533"	"houston rockets"	0.621951219512195	"John Lucas"	"PG"	32	65	17.4
"6718"	"cleveland cavaliers"	0.353658536585366	"World B. Free"	"SG"	32	75	19
"7007"	"brooklyn nets"	0.292682926829268	"Ray Williams"	"PG"	32	32	11.9
"7126"	"houston rockets"	0.560975609756098	"Cedric Maxwell"	"SF"	32	71	12.2
"7337"	"washington wizards"	0.463414634146341	"Moses Malone"	"C"	32	79	21.1
"7346"	"brooklyn nets"	0.231707317073171	"Otis Birdsong"	"SG"	32	67	10.4
"7699"	"utah jazz"	0.621951219512195	"Mark Eaton"	"C"	32	82	10.6
"7840"	"detroit pistons"	0.768292682926829	"Vinnie Johnson"	"SG"	32	82	17.3
"7878"	"denver nuggets"	0.524390243902439	"Bill Hanzlik"	"PF"	32	81	10.3
"7936"	"detroit pistons"	0.719512195121951	"Dave Greenwood"	"PF"	32	37	10.9
"8167"	"orlando magic"	0.219512195121951	"Reggie Theus"	"SG"	32	76	15.9
"8224"	"oklahoma city thunder"	0.5	"Steve Johnson"	"C"	32	21	11.8
"8506"	"phoenix suns"	0.670731707317073	"Kurt Rambis"	"PF"	32	62	11.4
"8509"	"los angeles lakers"	0.707317073170732	"Larry Drew"	"PG"	32	48	10.3
"8694"	"washington wizards"	0.304878048780488	"Albert King"	"SF"	32	6	14.3
"8775"	"milwaukee bucks"	0.378048780487805	"Danny Schayes"	"C"	32	43	10.7
"9016"	"dallas mavericks"	0.268292682926829	"Rolando Blackman"	"SG"	32	75	15.6
"9648"	"new york knicks"	0.695121951219512	"Derek Harper"	"PG"	32	54	13.7
"9655"	"new york knicks"	0.695121951219512	"Doc Rivers"	"PG"	32	19	12.9
"9707"	"orlando magic"	0.609756097560976	"Greg Kite"	"C"	32	29	2.2
"9727"	"los angeles lakers"	0.402439024390244	"James Worthy"	"SF"	32	80	12.8
"9832"	"oklahoma city thunder"	0.768292682926829	"Michael Cage"	"C"	32	82	11.9
"9931"	"san antonio spurs"	0.670731707317073	"Terry Cummings"	"PF"	32	59	12.7
"9936"	"minnesota timberwolves"	0.24390243902439	"Thurl Bailey"	"PF"	32	79	15.2
"10061"	"portland trail blazers"	0.536585365853659	"Clyde Drexler"	"SG"	32	41	22.7
"10159"	"houston rockets"	0.573170731707317	"Hakeem Olajuwon"	"C"	32	72	26
"10389"	"atlanta hawks"	0.51219512195122	"Tyrone Corbin"	"SF"	32	81	12
"10391"	"indiana pacers"	0.634146341463415	"Vern Fleming"	"PG"	32	55	14.6
"10482"	"new york knicks"	0.573170731707317	"Charles Oakley"	"PF"	32	53	15.1
"10651"	"utah jazz"	0.670731707317073	"Jeff Hornacek"	"SG"	32	82	19.1
"10664"	"detroit pistons"	0.560975609756098	"Joe Dumars"	"PG"	32	67	13.7
"10747"	"chicago bulls"	0.878048780487805	"Michael Jordan"	"SG"	32	82	29.4
"10851"	"minnesota timberwolves"	0.317073170731707	"Terry Porter"	"PG"	32	82	15.4
"10938"	"toronto raptors"	0.365853658536585	"Benoit Benjamin"	"C"	32	4	8.9
"10948"	"toronto raptors"	0.365853658536585	"Brad Lohaus"	"PF"	32	6	2.4
"11262"	"charlotte hornets"	0.658536585365854	"Muggsy Bogues"	"PG"	32	65	15.7
"11279"	"charlotte hornets"	0.658536585365854	"Rafael Addison"	"SF"	32	41	10.6
"11292"	"brooklyn nets"	0.317073170731707	"Reggie Williams"	"SF"	32	11	11.4
"11326"	"denver nuggets"	0.25609756097561	"Šarunas Marciulionis"	"SG"	32	17	8.1
"11806"	"orlando magic"	0.5	"Rony Seikaly"	"C"	32	47	15.8
"11819"	"chicago bulls"	0.75609756097561	"Scottie Pippen"	"SF"	32	44	20.4
"12024"	"phoenix suns"	0.54	"Danny Manning"	"PF"	32	50	15.4
"12336"	"miami heat"	0.66	"Tim Hardaway"	"PG"	32	48	18.8
"12566"	"los angeles lakers"	0.817073170731707	"Glen Rice"	"SF"	32	80	16.2
"12681"	"los angeles clippers"	0.182926829268293	"Marty Conlon"	"C"	32	3	9.6
"13032"	"oklahoma city thunder"	0.536585365853659	"Gary Payton"	"PG"	32	79	22.1
"13168"	"detroit pistons"	0.390243902439024	"Michael Curry"	"SG"	32	68	7.5
"13258"	"san antonio spurs"	0.707317073170732	"Sean Elliott"	"SF"	32	52	12.4
"13301"	"atlanta hawks"	0.304878048780488	"Tony Smith"	"SG"	32	6	3.8
"13310"	"philadelphia 76ers"	0.682926829268293	"Tyrone Hill"	"PF"	32	76	12.4
"13416"	"golden state warriors"	0.25609756097561	"Chris Mills"	"SF"	32	66	12.3
"13578"	"detroit pistons"	0.609756097560976	"Jon Barry"	"SG"	32	82	17.7
"13705"	"minnesota timberwolves"	0.609756097560976	"Robert Pack"	"PG"	32	16	9.1
"14269"	"new york knicks"	0.475609756097561	"Allan Houston"	"SG"	32	50	14.8
"14351"	"washington wizards"	0.304878048780488	"Chris Whitney"	"PG"	32	16	10.1
"14755"	"boston celtics"	0.439024390243902	"Vin Baker"	"PF"	32	37	16.1
"14961"	"minnesota timberwolves"	0.536585365853659	"Fred Hoiberg"	"SG"	32	76	16.7
"15114"	"denver nuggets"	0.597560975609756	"Mark Pope"	"PF"	32	9	10
"15230"	"miami heat"	0.719512195121951	"Shaquille O'Neal"	"C"	32	73	27
"15268"	"brooklyn nets"	0.51219512195122	"Travis Best"	"PG"	32	76	11.9
"15452"	"cleveland cavaliers"	0.609756097560976	"Donyell Marshall"	"PF"	32	81	13.4
"15491"	"utah jazz"	0.5	"Greg Ostertag"	"C"	32	60	11.6
"15770"	"portland trail blazers"	0.25609756097561	"Theo Ratliff"	"C"	32	55	12.2
"15938"	"utah jazz"	0.621951219512195	"Derek Fisher"	"SG"	32	82	11.4
"16119"	"denver nuggets"	0.548780487804878	"Marcus Camby"	"C"	32	70	19.1
"16257"	"phoenix suns"	0.74390243902439	"Steve Nash"	"PG"	32	76	23.8
"16552"	"chicago bulls"	0.402439024390244	"Joe Smith"	"PF"	32	50	16.8
"16643"	"minnesota timberwolves"	0.268292682926829	"Mark Madsen"	"PF"	32	20	0.2
"16721"	"boston celtics"	0.804878048780488	"Ray Allen"	"SG"	32	73	16.4
"16753"	"boston celtics"	0.804878048780488	"Scot Pollard"	"C"	32	22	8.7
"16903"	"los angeles clippers"	0.231707317073171	"Brian Skinner"	"PF"	32	51	10.6
"16950"	"milwaukee bucks"	0.414634146341463	"Damon Jones"	"PG"	32	18	6.2
"17485"	"golden state warriors"	0.317073170731707	"Devean George"	"SF"	32	45	11.6
"17728"	"new orleans pelicans"	0.451219512195122	"Peja Stojakovic"	"SF"	32	62	12.4
"17980"	"philadelphia 76ers"	0.5	"Darius Songaila"	"C"	32	10	1.2
"18012"	"dallas mavericks"	0.695121951219512	"Dirk Nowitzki"	"PF"	32	73	23.4
"18102"	"atlanta hawks"	0.536585365853659	"Jason Collins"	"C"	32	49	5.4
"18237"	"atlanta hawks"	0.536585365853659	"Mike Bibby"	"PG"	32	56	11.7
"18343"	"charlotte hornets"	0.414634146341463	"Stephen Jackson"	"SG"	32	67	14.6
"18503"	"detroit pistons"	0.378787878787879	"Damien Wilkins"	"SF"	32	60	6.9
"18883"	"atlanta hawks"	0.606060606060606	"Tracy McGrady"	"SF"	32	52	13.6
"18978"	"los angeles clippers"	0.682926829268293	"Caron Butler"	"SF"	32	78	12.4
"19132"	"miami heat"	0.804878048780488	"James Jones"	"SF"	32	38	8.1
"19257"	"cleveland cavaliers"	0.292682926829268	"Luke Walton"	"PF"	32	50	11.3
"19282"	"los angeles clippers"	0.682926829268293	"Matt Barnes"	"SF"	32	80	15.5
"19283"	"san antonio spurs"	0.707317073170732	"Matt Bonner"	"PF"	32	68	11.8
"19305"	"oklahoma city thunder"	0.731707317073171	"Nick Collison"	"C"	32	81	13.6
"19386"	"detroit pistons"	0.353658536585366	"Tayshaun Prince"	"SF"	32	45	12.5
"19510"	"chicago bulls"	0.585365853658537	"Carlos Boozer"	"PF"	32	76	14.4
"19905"	"dallas mavericks"	0.597560975609756	"Samuel Dalembert"	"C"	32	80	16.8
"20216"	"denver nuggets"	0.365853658536585	"Jameer Nelson"	"PG"	32	34	14.5
"20394"	"washington wizards"	0.560975609756098	"Nenê Hilário"	"PF"	32	67	14.3
"20551"	"washington wizards"	0.560975609756098	"Will Bynum"	"SG"	32	7	4.8
"20979"	"denver nuggets"	0.402439024390244	"Randy Foye"	"SG"	32	54	7.8
"21828"	"houston rockets"	0.792682926829268	"Gerald Green"	"SG"	32	41	14.1
"21987"	"san antonio spurs"	0.573170731707317	"LaMarcus Aldridge"	"C"	32	75	25
"22442"	"miami heat"	0.475609756097561	"Goran Dragic"	"PG"	32	36	13.9
"22459"	"washington wizards"	0.390243902439024	"Ian Mahinmi"	"C"	32	34	12
"210"	"boston celtics"	0.680555555555556	"Arnie Risen"	"C"	33	63	9.9
"709"	"golden state warriors"	0.6125	"Paul Arizin"	"SF"	33	78	14.8
"1225"	"new york knicks"	0.375	"Tom Gola"	"SG"	33	74	12.2
"1724"	"golden state warriors"	0.365853658536585	"Adrian Smith"	"SG"	33	45	11.7
"1725"	"golden state warriors"	0.365853658536585	"Al Attles"	"PG"	33	45	11.5
"1774"	"new york knicks"	0.731707317073171	"Dick Barnett"	"SG"	33	82	12.9
"1810"	"philadelphia 76ers"	0.51219512195122	"Hal Greer"	"SG"	33	80	15.8
"2191"	"portland trail blazers"	0.219512195121951	"Darrall Imhoff"	"C"	33	40	9.4
"2243"	"washington wizards"	0.463414634146341	"Gus Johnson"	"PF"	33	39	12.2
"2333"	"milwaukee bucks"	0.768292682926829	"Oscar Robertson"	"PG"	33	64	18.9
"2382"	"boston celtics"	0.829268292682927	"Art Williams"	"PG"	33	81	13.2
"2520"	"washington wizards"	0.634146341463415	"John Tresvant"	"PF"	33	55	13.3
"3041"	"chicago bulls"	0.573170731707317	"Nate Thurmond"	"C"	33	80	13.4
"3382"	"new york knicks"	0.48780487804878	"Bill Bradley"	"SF"	33	67	9.5
"3684"	"phoenix suns"	0.414634146341463	"Tom Van Arsdale"	"SF"	33	77	7.7
"4658"	"washington wizards"	0.475609756097561	"Wes Unseld"	"C"	33	82	15.4
"5023"	"houston rockets"	0.560975609756098	"Billy Paultz"	"C"	33	65	7.7
"5079"	"portland trail blazers"	0.51219512195122	"Dennis Awtrey"	"C"	33	10	1.6
"6588"	"los angeles lakers"	0.75609756097561	"Maurice Lucas"	"PF"	33	77	13.8
"6597"	"brooklyn nets"	0.475609756097561	"Mickey Johnson"	"PF"	33	79	11.8
"6700"	"washington wizards"	0.475609756097561	"Tom McMillen"	"C"	33	56	10.4
"7076"	"philadelphia 76ers"	0.548780487804878	"World B. Free"	"SG"	33	20	7.1
"7378"	"utah jazz"	0.573170731707317	"Rickey Green"	"PG"	33	81	13.2
"7772"	"charlotte hornets"	0.24390243902439	"Robert Reid"	"SF"	33	82	12.2
"8101"	"golden state warriors"	0.451219512195122	"Marques Johnson"	"SF"	33	10	8.5
"8109"	"los angeles lakers"	0.768292682926829	"Michael Cooper"	"SG"	33	80	9.6
"8260"	"detroit pistons"	0.719512195121951	"Vinnie Johnson"	"SG"	33	82	12.9
"8303"	"chicago bulls"	0.74390243902439	"Bill Cartwright"	"C"	33	79	11.5
"8445"	"indiana pacers"	0.5	"Jawann Oldham"	"C"	33	4	8.1
"8846"	"dallas mavericks"	0.268292682926829	"Herb Williams"	"C"	33	75	12.6
"9243"	"oklahoma city thunder"	0.670731707317073	"Eddie Johnson"	"SF"	33	82	17.1
"9250"	"milwaukee bucks"	0.341463414634146	"Frank Brickowski"	"C"	33	66	17
"9353"	"cleveland cavaliers"	0.658536585365854	"Larry Nance"	"PF"	33	77	19.8
"9865"	"sacramento kings"	0.341463414634146	"Randy Breuer"	"C"	33	26	5.4
"10087"	"san antonio spurs"	0.75609756097561	"Dennis Rodman"	"PF"	33	49	16.6
"10268"	"cleveland cavaliers"	0.524390243902439	"Michael Cage"	"C"	33	82	13.5
"10340"	"los angeles lakers"	0.585365853658537	"Sedale Threatt"	"PG"	33	59	15.8
"10458"	"washington wizards"	0.475609756097561	"Bob Thornton"	"PF"	33	7	4.1
"10882"	"brooklyn nets"	0.365853658536585	"Vern Fleming"	"PG"	33	77	11.3
"11146"	"utah jazz"	0.780487804878049	"Jeff Hornacek"	"SG"	33	82	18.8
"11323"	"minnesota timberwolves"	0.48780487804878	"Sam Mitchell"	"SF"	33	82	11.8
"11363"	"minnesota timberwolves"	0.48780487804878	"Stojko Vrankovic"	"C"	33	53	10.1
"11368"	"minnesota timberwolves"	0.48780487804878	"Terry Porter"	"PG"	33	82	14.5
"11442"	"portland trail blazers"	0.560975609756098	"Arvydas Sabonis"	"C"	33	73	20.9
"11768"	"sacramento kings"	0.329268292682927	"Olden Polynice"	"C"	33	70	14.7
"11938"	"san antonio spurs"	0.74	"Avery Johnson"	"PG"	33	50	14
"12109"	"orlando magic"	0.66	"Horace Grant"	"PF"	33	50	13.3
"12494"	"cleveland cavaliers"	0.390243902439024	"Danny Ferry"	"PF"	33	63	11.8
"12832"	"milwaukee bucks"	0.51219512195122	"Vinny Del Negro"	"PG"	33	67	11.7
"13008"	"charlotte hornets"	0.560975609756098	"Eldridge Recasner"	"PG"	33	43	6.2
"13035"	"denver nuggets"	0.48780487804878	"George McCloud"	"SF"	33	76	12.9
"13037"	"new york knicks"	0.585365853658537	"Glen Rice"	"SF"	33	75	13.7
"13187"	"golden state warriors"	0.207317073170732	"Mookie Blaylock"	"PG"	33	69	15.8
"13284"	"indiana pacers"	0.5	"Terry Mills"	"PF"	33	14	1.1
"13295"	"minnesota timberwolves"	0.573170731707317	"Tom Hammonds"	"PF"	33	7	-4.9
"13300"	"memphis grizzlies"	0.280487804878049	"Tony Massenburg"	"PF"	33	52	9.6
"13725"	"denver nuggets"	0.329268292682927	"Scott Williams"	"PF"	33	41	10.5
"13781"	"cleveland cavaliers"	0.353658536585366	"Tyrone Hill"	"PF"	33	26	10.1
"13903"	"portland trail blazers"	0.609756097560976	"Dale Davis"	"C"	33	78	14.5
"14029"	"denver nuggets"	0.207317073170732	"John Crotty"	"PG"	33	12	7.6
"14184"	"milwaukee bucks"	0.51219512195122	"Sam Cassell"	"PG"	33	78	22.3
"14200"	"orlando magic"	0.51219512195122	"Shawn Kemp"	"C"	33	79	11.7
"14212"	"san antonio spurs"	0.731707317073171	"Steve Smith"	"SG"	33	53	12
"14327"	"los angeles lakers"	0.682926829268293	"Bryon Russell"	"SF"	33	72	11.6
"14424"	"houston rockets"	0.548780487804878	"Eric Piatkowski"	"SF"	33	49	8.7
"14452"	"brooklyn nets"	0.573170731707317	"Hubert Davis"	"SG"	33	14	0
"14545"	"minnesota timberwolves"	0.707317073170732	"Latrell Sprewell"	"SF"	33	82	14.7
"14667"	"san antonio spurs"	0.695121951219512	"Robert Horry"	"PF"	33	81	14.5
"14701"	"san antonio spurs"	0.695121951219512	"Shane Heal"	"PG"	33	6	5.3
"14804"	"new york knicks"	0.402439024390244	"Anfernee Hardaway"	"SF"	33	37	9
"14811"	"atlanta hawks"	0.158536585365854	"Anthony Miller"	"PF"	33	2	16.9
"14841"	"san antonio spurs"	0.719512195121951	"Brent Barry"	"SG"	33	81	14
"15713"	"houston rockets"	0.414634146341463	"Rick Brunson"	"PG"	33	23	6.1
"15919"	"memphis grizzlies"	0.268292682926829	"Damon Stoudamire"	"PG"	33	62	12.6
"15953"	"cleveland cavaliers"	0.609756097560976	"Donyell Marshall"	"PF"	33	81	15.3
"16410"	"denver nuggets"	0.609756097560976	"Chucky Atkins"	"SG"	33	24	8.9
"16629"	"new york knicks"	0.280487804878049	"Malik Rose"	"PF"	33	49	7.3
"16718"	"detroit pistons"	0.719512195121951	"Rasheed Wallace"	"C"	33	77	17.2
"16836"	"orlando magic"	0.719512195121951	"Adonal Foyle"	"C"	33	9	21
"16944"	"los angeles clippers"	0.231707317073171	"Cuttino Mobley"	"SG"	33	11	10.3
"17002"	"dallas mavericks"	0.609756097560976	"Erick Dampier"	"C"	33	80	15.7
"17032"	"san antonio spurs"	0.658536585365854	"Jacque Vaughn"	"PG"	33	30	7.6
"17399"	"chicago bulls"	0.5	"Brad Miller"	"C"	33	82	12.9
"17507"	"dallas mavericks"	0.670731707317073	"Eduardo Nájera"	"PF"	33	33	9.1
"18250"	"charlotte hornets"	0.414634146341463	"Nazr Mohammed"	"C"	33	51	15.9
"18271"	"boston celtics"	0.682926829268293	"Paul Pierce"	"SF"	33	80	19.7
"18706"	"los angeles lakers"	0.621212121212121	"Kobe Bryant"	"SG"	33	58	21.9
"19111"	"orlando magic"	0.24390243902439	"Hedo Türkoglu"	"SF"	33	11	3.4
"19662"	"miami heat"	0.658536585365854	"James Jones"	"SF"	33	20	15.4
"19935"	"memphis grizzlies"	0.609756097560976	"Tayshaun Prince"	"SF"	33	76	8.2
"20261"	"brooklyn nets"	0.463414634146341	"Joe Johnson"	"SG"	33	80	14.1
"20934"	"cleveland cavaliers"	0.695121951219512	"Mo Williams"	"PG"	33	41	12.4
"20941"	"washington wizards"	0.5	"Nenê Hilário"	"PF"	33	57	16.8
"21058"	"san antonio spurs"	0.817073170731707	"Tony Parker"	"PG"	33	72	16.2
"21074"	"phoenix suns"	0.280487804878049	"Tyson Chandler"	"C"	33	66	14.7
"21516"	"brooklyn nets"	0.24390243902439	"Randy Foye"	"SG"	33	69	7.3
"21679"	"houston rockets"	0.792682926829268	"Bobby Brown"	"PG"	33	20	5.5
"21856"	"dallas mavericks"	0.292682926829268	"J.J. Barea"	"PG"	33	69	17.8
"22112"	"oklahoma city thunder"	0.585365853658537	"Raymond Felton"	"PG"	33	82	13
"22320"	"houston rockets"	0.646341463414634	"Chris Paul"	"PG"	33	58	19.7
"22609"	"san antonio spurs"	0.585365853658537	"LaMarcus Aldridge"	"C"	33	81	22.9
"22680"	"denver nuggets"	0.658536585365854	"Nick Young"	"SG"	33	4	2.3
"533"	"boston celtics"	0.721518987341772	"Bill Sharman"	"SG"	34	61	17
"650"	"boston celtics"	0.75	"Carl Braun"	"PG"	34	48	10.7
"1512"	"boston celtics"	0.658536585365854	"Sam Jones"	"PG"	34	73	18.3
"1911"	"golden state warriors"	0.5	"Al Attles"	"PG"	34	34	8.6
"1955"	"philadelphia 76ers"	0.573170731707317	"Connie Dierking"	"C"	34	53	12.6
"2014"	"philadelphia 76ers"	0.573170731707317	"Hal Greer"	"SG"	34	81	13.8
"2606"	"boston celtics"	0.829268292682927	"Tom Sanders"	"SF"	34	59	4.9
"2626"	"boston celtics"	0.682926829268293	"Art Williams"	"PG"	34	67	14.7
"2849"	"atlanta hawks"	0.426829268292683	"Walt Bellamy"	"C"	34	77	15.2
"4433"	"washington wizards"	0.475609756097561	"Elvin Hayes"	"PF"	34	81	17.2
"4655"	"cleveland cavaliers"	0.451219512195122	"Walt Frazier"	"PG"	34	3	13.6
"5407"	"denver nuggets"	0.548780487804878	"Dan Issel"	"C"	34	80	21.6
"5708"	"san antonio spurs"	0.451219512195122	"Artis Gilmore"	"C"	34	64	18.8
"5775"	"denver nuggets"	0.463414634146341	"Dave Robisch"	"C"	34	19	3.6
"6058"	"chicago bulls"	0.463414634146341	"Caldwell Jones"	"C"	34	42	6.9
"6748"	"boston celtics"	0.719512195121951	"Bill Walton"	"C"	34	10	5.6
"7456"	"houston rockets"	0.560975609756098	"World B. Free"	"SG"	34	58	11.1
"7857"	"dallas mavericks"	0.573170731707317	"Adrian Dantley"	"SF"	34	45	15.4
"8004"	"detroit pistons"	0.719512195121951	"James Edwards"	"C"	34	82	13.3
"8180"	"charlotte hornets"	0.231707317073171	"Robert Reid"	"SF"	34	60	8
"8252"	"cleveland cavaliers"	0.51219512195122	"Tree Rollins"	"C"	34	48	8.8
"8532"	"utah jazz"	0.658536585365854	"Mark Eaton"	"C"	34	80	9.5
"8714"	"detroit pistons"	0.585365853658537	"Bill Laimbeer"	"C"	34	81	12.6
"8930"	"houston rockets"	0.51219512195122	"Larry Smith"	"PF"	34	45	8.1
"9436"	"brooklyn nets"	0.524390243902439	"Rick Mahorn"	"PF"	34	74	10.3
"9788"	"cleveland cavaliers"	0.573170731707317	"Larry Nance"	"PF"	34	33	17.1
"9817"	"los angeles clippers"	0.329268292682927	"Mark Aguirre"	"SF"	34	39	13.1
"10032"	"portland trail blazers"	0.536585365853659	"Buck Williams"	"PF"	34	82	13.6
"10058"	"denver nuggets"	0.5	"Cliff Levingston"	"PF"	34	57	10.5
"10512"	"atlanta hawks"	0.560975609756098	"Craig Ehlo"	"SG"	34	79	13.7
"10541"	"new york knicks"	0.573170731707317	"Derek Harper"	"PG"	34	82	13.9
"10665"	"phoenix suns"	0.5	"Joe Kleine"	"C"	34	56	6.8
"10847"	"milwaukee bucks"	0.304878048780488	"Terry Cummings"	"PF"	34	81	13.9
"11109"	"dallas mavericks"	0.292682926829268	"Greg Dreiling"	"C"	34	40	7.3
"11122"	"phoenix suns"	0.48780487804878	"Hot Rod Williams"	"C"	34	68	13.8
"11271"	"detroit pistons"	0.658536585365854	"Otis Thorpe"	"C"	34	79	16.1
"11273"	"new york knicks"	0.695121951219512	"Patrick Ewing"	"C"	34	78	21.3
"11493"	"houston rockets"	0.5	"Charles Barkley"	"PF"	34	68	21.6
"11512"	"indiana pacers"	0.707317073170732	"Chris Mullin"	"SF"	34	82	16.9
"11550"	"oklahoma city thunder"	0.74390243902439	"David Wingate"	"SG"	34	58	8.6
"11689"	"utah jazz"	0.75609756097561	"Karl Malone"	"PF"	34	81	27.9
"11834"	"orlando magic"	0.5	"Spud Webb"	"PG"	34	4	3.2
"12002"	"charlotte hornets"	0.52	"Chuck Person"	"SF"	34	50	9.6
"12035"	"milwaukee bucks"	0.56	"Dell Curry"	"SG"	34	42	18.7
"12417"	"san antonio spurs"	0.646341463414634	"Avery Johnson"	"PG"	34	82	14.8
"12500"	"san antonio spurs"	0.646341463414634	"David Robinson"	"C"	34	80	24.6
"12579"	"oklahoma city thunder"	0.548780487804878	"Horace Grant"	"PF"	34	76	11.7
"12960"	"san antonio spurs"	0.707317073170732	"Danny Ferry"	"SF"	34	80	10.1
"12962"	"utah jazz"	0.646341463414634	"Danny Manning"	"PF"	34	82	14.3
"13040"	"memphis grizzlies"	0.280487804878049	"Grant Long"	"PF"	34	66	11.4
"13048"	"charlotte hornets"	0.560975609756098	"Hersey Hawkins"	"SG"	34	59	14.3
"13234"	"washington wizards"	0.231707317073171	"Rod Strickland"	"PG"	34	33	17.4
"13268"	"brooklyn nets"	0.317073170731707	"Sherman Douglas"	"PG"	34	59	9.9
"13634"	"charlotte hornets"	0.536585365853659	"Matt Bullard"	"PF"	34	31	6.8
"13662"	"golden state warriors"	0.25609756097561	"Mookie Blaylock"	"PG"	34	35	9.2
"14046"	"minnesota timberwolves"	0.621951219512195	"Kendall Gill"	"SG"	34	82	10.6
"14227"	"milwaukee bucks"	0.51219512195122	"Toni Kukoc"	"PF"	34	63	18
"14241"	"cleveland cavaliers"	0.207317073170732	"Tyrone Hill"	"PF"	34	32	10.3
"14367"	"portland trail blazers"	0.5	"Dale Davis"	"C"	34	76	12.9
"14628"	"new orleans pelicans"	0.5	"P.J. Brown"	"PF"	34	80	15.7
"14696"	"new orleans pelicans"	0.5	"Sean Rooks"	"C"	34	35	5
"14864"	"houston rockets"	0.621951219512195	"Charlie Ward"	"PG"	34	14	8.7
