"TEAM"	"PCT"	"Player"	"Pos"	"Age"	"GP"	"PER"
"361"	"golden state warriors"	0.444444444444444	"Jack George"	"PG"	30	46	11
"363"	"atlanta hawks"	0.680555555555556	"Jack McMahon"	"SG"	30	72	7.5
"408"	"los angeles lakers"	0.458333333333333	"Vern Mikkelsen"	"PF"	30	72	15.9
"856"	"new york knicks"	0.2625	"Tom Gola"	"SF"	30	52	12.7
"1054"	"sacramento kings"	0.6	"Jack Twyman"	"SF"	30	80	13.9
"1249"	"washington wizards"	0.246913580246914	"Ben Warley"	"SF"	30	62	11.7
"1432"	"atlanta hawks"	0.682926829268293	"Gene Tormohlen"	"C"	30	77	10.5
"1737"	"atlanta hawks"	0.585365853658537	"Bill Bridges"	"PF"	30	82	15.9
"1840"	"oklahoma city thunder"	0.439024390243902	"John Tresvant"	"PF"	30	49	14.2
"2397"	"chicago bulls"	0.621951219512195	"Bob Love"	"PF"	30	82	16.4
"2480"	"boston celtics"	0.829268292682927	"Hank Finkel"	"C"	30	76	11.4
"2492"	"golden state warriors"	0.573170731707317	"Jeff Mullins"	"SG"	30	81	15.5
"2613"	"golden state warriors"	0.573170731707317	"Walt Hazzard"	"PG"	30	46	12.1
"2751"	"milwaukee bucks"	0.719512195121951	"Jon McGlocklin"	"SG"	30	79	12
"2806"	"boston celtics"	0.682926829268293	"Paul Silas"	"PF"	30	82	14.5
"2869"	"chicago bulls"	0.573170731707317	"Bill Hewitt"	"PF"	30	18	10.3
"2887"	"los angeles lakers"	0.365853658536585	"Cazzie Russell"	"SF"	30	40	16.5
"2987"	"sacramento kings"	0.536585365853659	"Jimmy Walker"	"SG"	30	81	12.7
"3730"	"washington wizards"	0.536585365853659	"Bob Dandridge"	"SF"	30	75	16.1
"4078"	"boston celtics"	0.353658536585366	"Chris Ford"	"SG"	30	78	14.3
"4081"	"golden state warriors"	0.463414634146341	"Clifford Ray"	"C"	30	82	12.5
"5004"	"dallas mavericks"	0.341463414634146	"Allan Bristow"	"SF"	30	82	12.6
"5028"	"los angeles lakers"	0.695121951219512	"Bob McAdoo"	"C"	30	41	14.4
"5036"	"los angeles clippers"	0.207317073170732	"Brian Taylor"	"PG"	30	41	13.7
"5097"	"brooklyn nets"	0.536585365853659	"Foots Walker"	"PG"	30	77	11.8
"5816"	"oklahoma city thunder"	0.51219512195122	"Gus Williams"	"PG"	30	80	18.9
"6200"	"detroit pistons"	0.560975609756098	"Kent Benson"	"C"	30	72	12.6
"6361"	"phoenix suns"	0.439024390243902	"Walter Davis"	"SG"	30	23	14.9
"6537"	"cleveland cavaliers"	0.353658536585366	"Johnny Davis"	"SG"	30	39	13.7
"6607"	"san antonio spurs"	0.426829268292683	"Mike Mitchell"	"SF"	30	82	15.9
"6617"	"los angeles clippers"	0.390243902439024	"Norm Nixon"	"PG"	30	67	15.7
"6619"	"brooklyn nets"	0.475609756097561	"Otis Birdsong"	"SG"	30	77	13.4
"6653"	"houston rockets"	0.621951219512195	"Robert Reid"	"SF"	30	82	13.7
"6764"	"denver nuggets"	0.451219512195122	"Calvin Natt"	"PF"	30	1	15.2
"6941"	"utah jazz"	0.536585365853659	"Marc Iavaroni"	"PF"	30	78	7.8
"6946"	"sacramento kings"	0.353658536585366	"Mark Olberding"	"PF"	30	76	8.8
"6949"	"los angeles clippers"	0.146341463414634	"Marques Johnson"	"SF"	30	10	14
"6951"	"philadelphia 76ers"	0.548780487804878	"Maurice Cheeks"	"PG"	30	68	18.3
"7067"	"detroit pistons"	0.634146341463415	"Vinnie Johnson"	"SG"	30	78	17
"7073"	"denver nuggets"	0.451219512195122	"Wayne Cooper"	"C"	30	69	11.3
"7278"	"boston celtics"	0.695121951219512	"Kevin McHale"	"PF"	30	64	21.9
"7755"	"atlanta hawks"	0.634146341463415	"Ray Tolbert"	"PF"	30	50	8.3
"8013"	"los angeles lakers"	0.768292682926829	"Jay Vincent"	"SF"	30	24	10.2
"8086"	"brooklyn nets"	0.207317073170732	"Lester Conner"	"PG"	30	82	12.8
"8092"	"detroit pistons"	0.719512195121951	"Mark Aguirre"	"SF"	30	78	15.8
"8122"	"phoenix suns"	0.658536585365854	"Mike McGee"	"SF"	30	14	9.8
"8706"	"san antonio spurs"	0.573170731707317	"Antoine Carr"	"PF"	30	81	13.5
"8795"	"dallas mavericks"	0.268292682926829	"Derek Harper"	"PG"	30	65	16.7
"8841"	"orlando magic"	0.25609756097561	"Greg Kite"	"C"	30	72	7.7
"8878"	"boston celtics"	0.621951219512195	"Joe Kleine"	"C"	30	70	13.5
"9062"	"san antonio spurs"	0.573170731707317	"Terry Cummings"	"PF"	30	70	18.5
"9312"	"cleveland cavaliers"	0.658536585365854	"John Battle"	"SG"	30	41	11.1
"9393"	"washington wizards"	0.268292682926829	"Michael Adams"	"PG"	30	70	15.6
"9414"	"houston rockets"	0.670731707317073	"Otis Thorpe"	"PF"	30	72	14.6
"9517"	"utah jazz"	0.573170731707317	"Tyrone Corbin"	"SF"	30	82	14.4
"9536"	"phoenix suns"	0.682926829268293	"A.C. Green"	"PF"	30	82	17
"9596"	"new york knicks"	0.695121951219512	"Charles Oakley"	"PF"	30	82	15.3
"9758"	"brooklyn nets"	0.548780487804878	"Johnny Newman"	"SF"	30	63	13.2
"9816"	"houston rockets"	0.707317073170732	"Mario Elie"	"SF"	30	67	13.4
"9891"	"los angeles clippers"	0.329268292682927	"Ron Harper"	"SG"	30	75	15.7
"9979"	"boston celtics"	0.390243902439024	"Xavier McDaniel"	"SF"	30	82	14.5
"10007"	"brooklyn nets"	0.365853658536585	"Armen Gilliam"	"PF"	30	82	18.1
"10084"	"golden state warriors"	0.317073170731707	"David Wood"	"PF"	30	78	10.3
"10086"	"charlotte hornets"	0.609756097560976	"Dell Curry"	"SG"	30	69	15.5
"10148"	"atlanta hawks"	0.51219512195122	"Greg Anderson"	"PF"	30	51	12.6
"10201"	"charlotte hornets"	0.609756097560976	"Joe Wolf"	"PF"	30	63	6.8
"10260"	"cleveland cavaliers"	0.524390243902439	"Mark Price"	"PG"	30	48	20.6
"10283"	"oklahoma city thunder"	0.695121951219512	"Nate McMillan"	"PG"	30	80	13.1
"10288"	"sacramento kings"	0.475609756097561	"Olden Polynice"	"C"	30	81	14.7
"10306"	"denver nuggets"	0.5	"Reggie Williams"	"SF"	30	74	16.9
"10330"	"oklahoma city thunder"	0.695121951219512	"Šarunas Marciulionis"	"SG"	30	66	14.2
"10484"	"new york knicks"	0.573170731707317	"Charles Smith"	"PF"	30	41	9.1
"10628"	"indiana pacers"	0.634146341463415	"Haywoode Workman"	"PG"	30	77	10.2
"10918"	"milwaukee bucks"	0.402439024390244	"Andrew Lang"	"C"	30	52	10.8
"10992"	"portland trail blazers"	0.597560975609756	"Clifford Robinson"	"SF"	30	81	13.1
"11006"	"cleveland cavaliers"	0.51219512195122	"Danny Ferry"	"PF"	30	82	11.7
"11370"	"miami heat"	0.74390243902439	"Tim Hardaway"	"PG"	30	81	20.8
"11396"	"san antonio spurs"	0.24390243902439	"Vinny Del Negro"	"SG"	30	72	14.4
"11746"	"houston rockets"	0.5	"Matt Bullard"	"SF"	30	67	13.8
"12010"	"cleveland cavaliers"	0.44	"Corie Blount"	"PF"	30	20	10.1
"12026"	"orlando magic"	0.66	"Darrell Armstrong"	"PG"	30	50	22.2
"12033"	"toronto raptors"	0.46	"Dee Brown"	"PG"	30	49	13.9
"12037"	"minnesota timberwolves"	0.5	"Dennis Scott"	"SF"	30	21	12.4
"12042"	"orlando magic"	0.66	"Derek Strong"	"PF"	30	44	12.1
"12172"	"brooklyn nets"	0.32	"Kendall Gill"	"SF"	30	50	14.8
"12197"	"detroit pistons"	0.58	"Loy Vaught"	"PF"	30	37	10.2
"12304"	"san antonio spurs"	0.74	"Sean Elliott"	"SF"	30	50	12.6
"12398"	"los angeles clippers"	0.182926829268293	"Anthony Avent"	"PF"	30	49	5.5
"12850"	"golden state warriors"	0.207317073170732	"Adam Keefe"	"PF"	30	67	9.7
"12994"	"sacramento kings"	0.670731707317073	"Doug Christie"	"SG"	30	81	14.8
"13034"	"philadelphia 76ers"	0.682926829268293	"George Lynch"	"SF"	30	82	12.4
"13093"	"orlando magic"	0.524390243902439	"John Amaechi"	"C"	30	82	8.7
"13129"	"minnesota timberwolves"	0.573170731707317	"LaPhonso Ellis"	"PF"	30	82	16
"13140"	"milwaukee bucks"	0.634146341463415	"Lindsey Hunter"	"PG"	30	82	14.8
"13252"	"charlotte hornets"	0.560975609756098	"Scott Burrell"	"SF"	30	4	12.8
"13982"	"new york knicks"	0.451219512195122	"Howard Eisley"	"PG"	30	82	14.1
"14197"	"los angeles lakers"	0.609756097560976	"Shaquille O'Neal"	"C"	30	67	29.5
"14350"	"sacramento kings"	0.670731707317073	"Chris Webber"	"PF"	30	23	17.2
"14362"	"detroit pistons"	0.658536585365854	"Corliss Williamson"	"PF"	30	79	14.4
"14735"	"dallas mavericks"	0.634146341463415	"Tony Delk"	"SG"	30	33	13.2
"14783"	"chicago bulls"	0.573170731707317	"Adrian Griffin"	"SF"	30	69	10.7
"14977"	"oklahoma city thunder"	0.634146341463415	"Ibo Kutluay"	"SG"	30	5	-12.9
"15317"	"philadelphia 76ers"	0.463414634146341	"Allen Iverson"	"PG"	30	72	25.9
"15356"	"washington wizards"	0.51219512195122	"Billy Thomas"	"SG"	30	17	9.8
"15389"	"portland trail blazers"	0.25609756097561	"Charles Smith"	"SG"	30	21	12.4
"15479"	"san antonio spurs"	0.768292682926829	"Fabricio Oberto"	"C"	30	59	9.3
"15650"	"minnesota timberwolves"	0.402439024390244	"Michael Olowokandi"	"C"	30	32	8.6
"15849"	"washington wizards"	0.5	"Antawn Jamison"	"PF"	30	70	18.4
"16136"	"sacramento kings"	0.402439024390244	"Maurice Taylor"	"PF"	30	12	6.3
"16240"	"sacramento kings"	0.402439024390244	"Shareef Abdur-Rahim"	"C"	30	80	13.1
"16535"	"dallas mavericks"	0.621951219512195	"Jason Terry"	"SG"	30	82	17.8
"16659"	"minnesota timberwolves"	0.268292682926829	"Michael Doleac"	"C"	30	24	7.5
"16684"	"charlotte hornets"	0.390243902439024	"Nazr Mohammed"	"C"	30	61	16.2
"16925"	"denver nuggets"	0.658536585365854	"Chris Andersen"	"C"	30	71	18.1
"16956"	"washington wizards"	0.231707317073171	"Darius Songaila"	"C"	30	77	13.9
"17034"	"miami heat"	0.524390243902439	"Jamaal Magloire"	"C"	30	55	10.6
"17048"	"utah jazz"	0.585365853658537	"Jarron Collins"	"C"	30	26	5.8
"17050"	"minnesota timberwolves"	0.292682926829268	"Jason Collins"	"C"	30	31	3.3
"17125"	"chicago bulls"	0.5	"Larry Hughes"	"SF"	30	30	14.4
"17288"	"atlanta hawks"	0.573170731707317	"Speedy Claxton"	"PG"	30	2	5.7
"17404"	"washington wizards"	0.317073170731707	"Brendan Haywood"	"C"	30	49	16.2
"17416"	"miami heat"	0.573170731707317	"Carlos Arroyo"	"PG"	30	72	12.3
"17562"	"chicago bulls"	0.5	"Jannero Pargo"	"PG"	30	63	8.9
"17693"	"milwaukee bucks"	0.560975609756098	"Michael Redd"	"SG"	30	18	12.1
"17747"	"los angeles clippers"	0.353658536585366	"Rasual Butler"	"SF"	30	82	10.7
"17828"	"new york knicks"	0.353658536585366	"Tracy McGrady"	"SG"	30	24	12.2
"18011"	"new orleans pelicans"	0.560975609756098	"Didier Ilunga-Mbenga"	"C"	30	41	9.7
"18157"	"chicago bulls"	0.75609756097561	"Keith Bogans"	"SG"	30	82	9
"18224"	"charlotte hornets"	0.414634146341463	"Matt Carroll"	"SG"	30	54	12.2
"18241"	"miami heat"	0.707317073170732	"Mike Miller"	"SG"	30	41	9.7
"18276"	"orlando magic"	0.634146341463415	"Quentin Richardson"	"SF"	30	57	8.1
"18295"	"san antonio spurs"	0.74390243902439	"Richard Jefferson"	"SF"	30	81	12.4
"18676"	"toronto raptors"	0.348484848484849	"José Calderón"	"PG"	30	53	16.7
"18737"	"minnesota timberwolves"	0.393939393939394	"Luke Ridnour"	"SG"	30	53	13.6
"18960"	"san antonio spurs"	0.707317073170732	"Boris Diaw"	"PF"	30	75	11.9
"18976"	"houston rockets"	0.548780487804878	"Carlos Delfino"	"SF"	30	67	13.3
"18993"	"dallas mavericks"	0.5	"Chris Kaman"	"C"	30	66	16.3
"19106"	"charlotte hornets"	0.25609756097561	"Hakim Warrick"	"PF"	30	27	11.3
"19352"	"los angeles clippers"	0.682926829268293	"Ronny Turiaf"	"C"	30	65	9.4
"19746"	"minnesota timberwolves"	0.48780487804878	"Kevin Martin"	"SG"	30	68	16.3
"19932"	"toronto raptors"	0.585365853658537	"Steve Novak"	"PF"	30	54	11.1
"19989"	"chicago bulls"	0.609756097560976	"Aaron Brooks"	"PG"	30	82	14.4
"20019"	"golden state warriors"	0.817073170731707	"Andrew Bogut"	"C"	30	67	15.8
"20062"	"indiana pacers"	0.463414634146341	"C.J. Watson"	"PG"	30	57	15.4
"20067"	"new york knicks"	0.207317073170732	"Carmelo Anthony"	"SF"	30	40	21.5
"20075"	"miami heat"	0.451219512195122	"Chris Bosh"	"C"	30	44	19.8
"20076"	"indiana pacers"	0.463414634146341	"Chris Copeland"	"SF"	30	50	7.4
"20440"	"dallas mavericks"	0.609756097560976	"Raymond Felton"	"PG"	30	29	12.4
"20586"	"brooklyn nets"	0.25609756097561	"Andrea Bargnani"	"C"	30	46	11.8
"20595"	"detroit pistons"	0.536585365853659	"Anthony Tolliver"	"PF"	30	72	10.2
"20619"	"charlotte hornets"	0.585365853658537	"Brian Roberts"	"PG"	30	30	13.9
"20704"	"houston rockets"	0.5	"Dwight Howard"	"C"	30	71	18.9
"20777"	"washington wizards"	0.5	"Jared Dudley"	"PF"	30	81	11.7
"20803"	"chicago bulls"	0.51219512195122	"Joakim Noah"	"C"	30	29	14.1
"20835"	"los angeles clippers"	0.646341463414634	"Josh Smith"	"PF"	30	32	13.2
"20881"	"san antonio spurs"	0.817073170731707	"LaMarcus Aldridge"	"PF"	30	74	22.4
"20898"	"miami heat"	0.585365853658537	"Luol Deng"	"PF"	30	74	15
"20944"	"los angeles lakers"	0.207317073170732	"Nick Young"	"SG"	30	54	9.1
"20962"	"phoenix suns"	0.280487804878049	"P.J. Tucker"	"SF"	30	82	10.8
"21184"	"houston rockets"	0.670731707317073	"Corey Brewer"	"SF"	30	58	7.5
"21317"	"washington wizards"	0.597560975609756	"Jason Smith"	"C"	30	74	13.6
"21419"	"los angeles clippers"	0.621951219512195	"Luc Mbah a Moute"	"SF"	30	80	10.2
"21515"	"charlotte hornets"	0.439024390243902	"Ramon Sessions"	"PG"	30	50	12.4
"21737"	"new orleans pelicans"	0.585365853658537	"Dante Cunningham"	"SF"	30	51	8.4
"21743"	"indiana pacers"	0.585365853658537	"Darren Collison"	"PG"	30	69	18.8
"21914"	"utah jazz"	0.585365853658537	"Joe Ingles"	"SF"	30	82	14.4
"21944"	"dallas mavericks"	0.292682926829268	"Josh McRoberts"	"PF"	30	2	-12.5
"22053"	"los angeles clippers"	0.51219512195122	"Miloš Teodosic"	"PG"	30	45	11.6
"22417"	"houston rockets"	0.646341463414634	"Eric Gordon"	"SG"	30	68	12.2
"22645"	"memphis grizzlies"	0.402439024390244	"MarShon Brooks"	"SG"	30	29	11.6
"22703"	"san antonio spurs"	0.585365853658537	"Patty Mills"	"PG"	30	82	13.2
"22710"	"san antonio spurs"	0.585365853658537	"Quincy Pondexter"	"SF"	30	53	13.2
"22727"	"chicago bulls"	0.268292682926829	"Robin Lopez"	"C"	30	74	15.9
"472"	"atlanta hawks"	0.613333333333333	"Jack McMahon"	"PG"	31	25	6.4
"713"	"los angeles lakers"	0.675	"Ray Felix"	"C"	31	80	9.1
"1099"	"washington wizards"	0.4625	"Si Green"	"PG"	31	70	11.6
"1517"	"los angeles lakers"	0.634146341463415	"Tom Hawkins"	"PF"	31	78	10.3
"1843"	"los angeles lakers"	0.560975609756098	"Johnny Egan"	"PG"	31	72	9.6
"2047"	"washington wizards"	0.51219512195122	"John Tresvant"	"PF"	31	67	11.8
"2217"	"new york knicks"	0.585365853658537	"Eddie Miles"	"SG"	31	42	5.2
"2360"	"detroit pistons"	0.317073170731707	"Terry Dischinger"	"SF"	31	79	10.9
"2381"	"washington wizards"	0.634146341463415	"Archie Clark"	"PG"	31	39	18.3
"2498"	"detroit pistons"	0.48780487804878	"Jim Davis"	"C"	31	73	16.1
"2644"	"chicago bulls"	0.658536585365854	"Bob Weiss"	"SG"	31	79	15.4
"2872"	"philadelphia 76ers"	0.414634146341463	"Billy Cunningham"	"SF"	31	80	19.2
"3179"	"los angeles lakers"	0.48780487804878	"Donnie Freeman"	"SG"	31	64	14.5
"3247"	"chicago bulls"	0.292682926829268	"John Block"	"PF"	31	2	12.9
"3363"	"los angeles lakers"	0.48780487804878	"Walt Wesley"	"C"	31	1	13.3
"3482"	"milwaukee bucks"	0.365853658536585	"Fred Carter"	"SG"	31	47	12.1
"3688"	"new york knicks"	0.48780487804878	"Walt Frazier"	"PG"	31	76	16.6
"3722"	"cleveland cavaliers"	0.524390243902439	"Bingo Smith"	"SG"	31	82	14.3
"3847"	"milwaukee bucks"	0.536585365853659	"Jim Eakins"	"C"	31	17	11.5
"3993"	"los angeles clippers"	0.329268292682927	"Ted McClain"	"PG"	31	41	10.5
"4025"	"houston rockets"	0.341463414634146	"Zaid Abdul-Aziz"	"PF"	31	14	11.4
"4185"	"los angeles lakers"	0.573170731707317	"Kareem Abdul-Jabbar"	"C"	31	80	25.5
"4389"	"houston rockets"	0.5	"Calvin Murphy"	"SG"	31	76	16.8
"4740"	"denver nuggets"	0.451219512195122	"Dave Robisch"	"C"	31	73	14.4
"5485"	"brooklyn nets"	0.597560975609756	"Jan van Breda Kolff"	"SF"	31	13	8.6
"5909"	"new york knicks"	0.573170731707317	"Marvin Webster"	"C"	31	76	10.7
"5911"	"phoenix suns"	0.5	"Maurice Lucas"	"PF"	31	75	18.1
"6225"	"houston rockets"	0.585365853658537	"Lionel Hollins"	"PG"	31	80	11.1
"6615"	"portland trail blazers"	0.48780487804878	"Mychal Thompson"	"C"	31	82	13.7
"6636"	"indiana pacers"	0.317073170731707	"Quinn Buckner"	"PG"	31	32	9.9
"6739"	"cleveland cavaliers"	0.378048780487805	"Ben Poquette"	"PF"	31	37	10.4
"6769"	"houston rockets"	0.51219512195122	"Cedric Maxwell"	"SF"	31	46	15.2
"6831"	"oklahoma city thunder"	0.475609756097561	"Eddie Johnson"	"SG"	31	24	13.9
"7227"	"phoenix suns"	0.341463414634146	"Jeff Cook"	"PF"	31	33	5.7
"7234"	"portland trail blazers"	0.646341463414634	"Jerry Sichting"	"PG"	31	28	11.1
"7248"	"indiana pacers"	0.463414634146341	"John Long"	"SG"	31	81	15.2
"7573"	"charlotte hornets"	0.24390243902439	"Earl Cureton"	"C"	31	82	10.1
"7675"	"boston celtics"	0.51219512195122	"Kevin McHale"	"PF"	31	78	20.3
"8033"	"brooklyn nets"	0.207317073170732	"Joe Barry Carroll"	"C"	31	46	11.8
"8353"	"portland trail blazers"	0.768292682926829	"Danny Ainge"	"SG"	31	80	17
"8385"	"atlanta hawks"	0.524390243902439	"Dominique Wilkins"	"SF"	31	81	23.5
"8404"	"milwaukee bucks"	0.585365853658537	"Frank Brickowski"	"PF"	31	75	16.4
"8655"	"phoenix suns"	0.670731707317073	"Tom Chambers"	"PF"	31	76	16.2
"8722"	"chicago bulls"	0.817073170731707	"Bob Hansen"	"SG"	31	66	5.8
"8993"	"oklahoma city thunder"	0.573170731707317	"Quintin Dailey"	"SG"	31	11	3.2
"9030"	"denver nuggets"	0.292682926829268	"Scott Hastings"	"C"	31	40	7.1
"9042"	"san antonio spurs"	0.573170731707317	"Sidney Green"	"PF"	31	80	10.5
"9192"	"cleveland cavaliers"	0.658536585365854	"Craig Ehlo"	"SG"	31	82	14.2
"9268"	"orlando magic"	0.5	"Greg Kite"	"C"	31	64	5.3
"9467"	"los angeles lakers"	0.475609756097561	"Sedale Threatt"	"PG"	31	82	16.5
"9676"	"atlanta hawks"	0.695121951219512	"Ennis Whatley"	"PG"	31	82	12.8
"9717"	"cleveland cavaliers"	0.573170731707317	"Hot Rod Williams"	"PF"	31	76	16.2
"9750"	"cleveland cavaliers"	0.573170731707317	"John Battle"	"SG"	31	51	12.2
"9812"	"miami heat"	0.51219512195122	"Manute Bol"	"C"	31	8	-3.4
"9857"	"new york knicks"	0.695121951219512	"Patrick Ewing"	"C"	31	79	22.9
"9911"	"cleveland cavaliers"	0.573170731707317	"Sedric Toney"	"PG"	31	12	-0.9
"10015"	"chicago bulls"	0.573170731707317	"Bill Wennington"	"C"	31	73	11.6
"10118"	"milwaukee bucks"	0.414634146341463	"Ed Pinckney"	"PF"	31	62	10.9
"10175"	"san antonio spurs"	0.75609756097561	"Jack Haley"	"PF"	31	31	11.9
"10456"	"washington wizards"	0.475609756097561	"Bob McCann"	"PF"	31	62	9.1
"10501"	"san antonio spurs"	0.719512195121951	"Chuck Person"	"SF"	31	80	13.6
"10773"	"charlotte hornets"	0.5	"Rafael Addison"	"SF"	31	53	9.6
"10973"	"san antonio spurs"	0.24390243902439	"Charles Smith"	"PF"	31	19	10.6
"10983"	"utah jazz"	0.780487804878049	"Chris Morris"	"SF"	31	73	9.7
"11016"	"san antonio spurs"	0.24390243902439	"David Robinson"	"C"	31	6	31
"11145"	"sacramento kings"	0.414634146341463	"Jeff Grayer"	"SG"	31	25	10
"11171"	"new york knicks"	0.695121951219512	"John Starks"	"SG"	31	77	15.9
"11184"	"denver nuggets"	0.25609756097561	"Kenny Smith"	"PG"	31	33	12.5
"11229"	"phoenix suns"	0.48780487804878	"Mark Bryant"	"PF"	31	41	13.3
"11474"	"golden state warriors"	0.231707317073171	"Brian Shaw"	"PG"	31	39	8.7
"11522"	"phoenix suns"	0.682926829268293	"Clifford Robinson"	"SF"	31	80	17.4
"11536"	"cleveland cavaliers"	0.573170731707317	"Danny Ferry"	"PF"	31	69	7.5
"11633"	"oklahoma city thunder"	0.74390243902439	"Hersey Hawkins"	"SG"	31	82	15.4
"11719"	"washington wizards"	0.51219512195122	"Ledell Eackles"	"SG"	31	42	12.2
"11758"	"minnesota timberwolves"	0.548780487804878	"Micheal Williams"	"PG"	31	25	13.9
"12070"	"charlotte hornets"	0.52	"Eldridge Recasner"	"PG"	31	44	11.1
"12347"	"memphis grizzlies"	0.16	"Tony Massenburg"	"PF"	31	43	15.9
"12665"	"detroit pistons"	0.51219512195122	"Loy Vaught"	"PF"	31	43	8.5
"12666"	"phoenix suns"	0.646341463414634	"Luc Longley"	"C"	31	72	8.8
"12773"	"milwaukee bucks"	0.51219512195122	"Scott Williams"	"C"	31	68	15.6
"12814"	"philadelphia 76ers"	0.597560975609756	"Toni Kukoc"	"SF"	31	32	16.4
"12929"	"golden state warriors"	0.207317073170732	"Chris Mills"	"SF"	31	15	9.6
"12934"	"dallas mavericks"	0.646341463414634	"Christian Laettner"	"C"	31	53	16.7
"13146"	"memphis grizzlies"	0.280487804878049	"Mahmoud Abdul-Rauf"	"PG"	31	41	16.7
"13228"	"los angeles lakers"	0.682926829268293	"Rick Fox"	"SF"	31	82	13.8
"13259"	"los angeles clippers"	0.378048780487805	"Sean Rooks"	"C"	31	82	11.5
"13265"	"portland trail blazers"	0.609756097560976	"Shawn Kemp"	"PF"	31	68	11.4
"13393"	"cleveland cavaliers"	0.353658536585366	"Bryant Stith"	"SG"	31	50	11.1
"13591"	"boston celtics"	0.597560975609756	"Kenny Anderson"	"PG"	31	76	13.6
"13659"	"portland trail blazers"	0.597560975609756	"Mitchell Butler"	"SG"	31	11	9.4
"13704"	"los angeles lakers"	0.707317073170732	"Robert Horry"	"PF"	31	81	14.5
"13847"	"phoenix suns"	0.536585365853659	"Bo Outlaw"	"C"	31	80	12.2
"14129"	"dallas mavericks"	0.731707317073171	"Nick Van Exel"	"SG"	31	73	15.6
"14262"	"philadelphia 76ers"	0.402439024390244	"Aaron McKie"	"SF"	31	75	13.9
"14267"	"atlanta hawks"	0.341463414634146	"Alan Henderson"	"PF"	31	6	18.2
"14469"	"new orleans pelicans"	0.5	"Jamal Mashburn"	"SF"	31	19	14.7
"14802"	"orlando magic"	0.439024390243902	"Andrew DeClercq"	"C"	31	8	5.6
"15008"	"brooklyn nets"	0.51219512195122	"Jason Kidd"	"PG"	31	66	19.5
"15044"	"houston rockets"	0.621951219512195	"Juwan Howard"	"PF"	31	61	13
"15263"	"atlanta hawks"	0.158536585365854	"Tony Delk"	"SG"	31	56	15.1
"15532"	"brooklyn nets"	0.597560975609756	"Jeff McInnis"	"SG"	31	28	9.2
"15536"	"dallas mavericks"	0.731707317073171	"Jerry Stackhouse"	"SG"	31	55	14.5
"15764"	"phoenix suns"	0.658536585365854	"Steve Nash"	"PG"	31	79	23.3
"16152"	"minnesota timberwolves"	0.390243902439024	"Mike James"	"PG"	31	82	13.3
"16236"	"los angeles lakers"	0.51219512195122	"Shammond Williams"	"PG"	31	30	10.8
"16335"	"washington wizards"	0.524390243902439	"Antawn Jamison"	"PF"	31	79	20.3
"16467"	"charlotte hornets"	0.390243902439024	"Earl Boykins"	"PG"	31	36	10
"16662"	"milwaukee bucks"	0.317073170731707	"Michael Ruffin"	"C"	31	46	12.1
"16796"	"san antonio spurs"	0.682926829268293	"Tim Duncan"	"C"	31	78	24.4
"16977"	"dallas mavericks"	0.609756097560976	"Devean George"	"SF"	31	43	7
"17195"	"new orleans pelicans"	0.597560975609756	"Morris Peterson"	"SG"	31	43	10.7
"17309"	"new york knicks"	0.390243902439024	"Tim Thomas"	"PF"	31	36	13.4
"17567"	"phoenix suns"	0.658536585365854	"Jarron Collins"	"C"	31	34	3.7
"17569"	"atlanta hawks"	0.646341463414634	"Jason Collins"	"C"	31	24	0.9
"17635"	"los angeles lakers"	0.695121951219512	"Kobe Bryant"	"SG"	31	73	21.9
"17804"	"charlotte hornets"	0.536585365853659	"Stephen Jackson"	"SG"	31	72	15.7
"18026"	"utah jazz"	0.475609756097561	"Earl Watson"	"PG"	31	80	10.2
"18031"	"philadelphia 76ers"	0.5	"Elton Brand"	"PF"	31	81	18.5
"18617"	"charlotte hornets"	0.106060606060606	"Jamario Moon"	"SF"	31	8	3.4
"18935"	"minnesota timberwolves"	0.378048780487805	"Andrei Kirilenko"	"SF"	31	64	17.6
"19173"	"brooklyn nets"	0.597560975609756	"Joe Johnson"	"SG"	31	72	14.1
"19256"	"minnesota timberwolves"	0.378048780487805	"Luke Ridnour"	"SG"	31	82	13
"19449"	"brooklyn nets"	0.536585365853659	"Alan Anderson"	"SF"	31	78	9.5
"20100"	"miami heat"	0.451219512195122	"Danny Granger"	"SF"	31	30	8.6
"20233"	"charlotte hornets"	0.402439024390244	"Jason Maxiell"	"PF"	31	61	10.4
"20900"	"memphis grizzlies"	0.51219512195122	"Marc Gasol"	"C"	31	52	17.7
"20986"	"dallas mavericks"	0.51219512195122	"Raymond Felton"	"PG"	31	80	11.9
"21122"	"oklahoma city thunder"	0.573170731707317	"Anthony Morrow"	"SG"	31	40	9.2
"21186"	"new york knicks"	0.378048780487805	"Courtney Lee"	"SG"	31	77	12.2
"21294"	"cleveland cavaliers"	0.621951219512195	"J.R. Smith"	"SG"	31	41	8.1
"21468"	"indiana pacers"	0.51219512195122	"Monta Ellis"	"SG"	31	74	9.9
"21493"	"phoenix suns"	0.292682926829268	"P.J. Tucker"	"SF"	31	57	10.6
"21552"	"golden state warriors"	0.817073170731707	"Shaun Livingston"	"PG"	31	76	10.1
"21819"	"sacramento kings"	0.329268292682927	"Garrett Temple"	"SG"	31	65	10.2
"21901"	"cleveland cavaliers"	0.609756097560976	"Jeff Green"	"PF"	31	78	14.8
